 pT-low pT-high          LO-xsection         NLO-xsection
  56.00   64.00    1.80835589265E+05    2.42679665119E+05
  64.00   74.00    9.50561766393E+04    1.28145786310E+05
  74.00   84.00    5.00541178451E+04    6.67721776382E+04
  84.00   97.00    2.63231964468E+04    3.52167762538E+04
  97.00   114.0    1.26129112371E+04    1.68143413379E+04
  114.0   133.0    5.79898473935E+03    7.72666630872E+03
  133.0   153.0    2.77294948374E+03    3.68943289711E+03
  153.0   174.0    1.39978064843E+03    1.85753065949E+03
  174.0   196.0    7.38665288520E+02    9.80750668287E+02
  196.0   220.0    4.00207015251E+02    5.31391245648E+02
  220.0   245.0    2.21517206048E+02    2.94040329045E+02
  245.0   272.0    1.25416950886E+02    1.66219331479E+02
  272.0   300.0    7.23107580195E+01    9.58606711422E+01
  300.0   330.0    4.25001281399E+01    5.63867837100E+01
  330.0   362.0    2.51885099998E+01    3.34079764044E+01
  362.0   395.0    1.51714598390E+01    2.01689933939E+01
  395.0   430.0    9.28421785107E+00    1.23213497569E+01
  430.0   468.0    5.69203776085E+00    7.57128543357E+00
  468.0   507.0    3.51551025486E+00    4.67576746971E+00
  507.0   548.0    2.20378197186E+00    2.93566346951E+00
  548.0   592.0    1.38533107419E+00    1.84615499275E+00
  592.0   638.0    8.73217851438E-01    1.16601856063E+00
  638.0   686.0    5.54943945279E-01    7.40991237164E-01
  686.0   737.0    3.53952397124E-01    4.73840617156E-01
  737.0   790.0    2.26536153700E-01    3.03686425554E-01
  790.0   846.0    1.45569467076E-01    1.95526573189E-01
  846.0   905.0    9.35278128080E-02    1.25735342685E-01
  905.0   967.0    6.01050576211E-02    8.10575761676E-02
  967.0   1032.    3.86478726918E-02    5.21932992590E-02
  1032.   1101.    2.47917649191E-02    3.35872592933E-02
  1101.   1172.    1.59070844296E-02    2.15963295988E-02
  1172.   1248.    1.01922914040E-02    1.38667135251E-02
  1248.   1327.    6.49039417492E-03    8.86639215791E-03
  1327.   1410.    4.12480643599E-03    5.64233103560E-03
  1410.   1497.    2.60754482311E-03    3.58377418923E-03
  1497.   1588.    1.63946805673E-03    2.25765451289E-03
  1588.   1684.    1.02266218144E-03    1.41434887701E-03
  1684.   1784.    6.32304381349E-04    8.79216178778E-04
  1784.   1890.    3.86667871627E-04    5.39468170293E-04
  1890.   2000.    2.33518072466E-04    3.27291201466E-04
  2000.   2116.    1.39292544821E-04    1.96150814619E-04
  2116.   2238.    8.15598827267E-05    1.15460627388E-04
  2238.   2366.    4.68392068512E-05    6.66535996050E-05
  2366.   2500.    2.63453597543E-05    3.77356019372E-05
  2500.   2640.    1.44798141163E-05    2.08722522288E-05
  2640.   2787.    7.74515326493E-06    1.12321066013E-05
  2787.   2941.    4.01346918867E-06    5.86590691568E-06
  2941.   3103.    2.00208396758E-06    2.94845687596E-06
