 pT-low pT-high          LO-xsection         NLO-xsection
  56.00   64.00    2.62217262753E+05    2.71482183870E+05
  64.00   74.00    1.38691397026E+05    1.43396725145E+05
  74.00   84.00    7.34580847825E+04    7.40616377470E+04
  84.00   97.00    3.88331546370E+04    3.90561108258E+04
  97.00   114.0    1.87053341701E+04    1.85676716891E+04
  114.0   133.0    8.64281065082E+03    8.51298308983E+03
  133.0   153.0    4.14769195791E+03    4.05359760740E+03
  153.0   174.0    2.09902741218E+03    2.03326842075E+03
  174.0   196.0    1.11059324279E+03    1.07278137974E+03
  196.0   220.0    6.02907735433E+02    5.80577595320E+02
  220.0   245.0    3.34245107708E+02    3.20850080396E+02
  245.0   272.0    1.89548310399E+02    1.81064466738E+02
  272.0   300.0    1.09428648731E+02    1.04365698551E+02
  300.0   330.0    6.43765314551E+01    6.13737891944E+01
  330.0   362.0    3.81821591257E+01    3.63292563048E+01
  362.0   395.0    2.30110173331E+01    2.19530428132E+01
  395.0   430.0    1.40883215443E+01    1.33856246799E+01
  430.0   468.0    8.64101912269E+00    8.23278243815E+00
  468.0   507.0    5.33891062629E+00    5.08125586835E+00
  507.0   548.0    3.34797969037E+00    3.19216463410E+00
  548.0   592.0    2.10529685673E+00    2.00713318834E+00
  592.0   638.0    1.32746878332E+00    1.26887425449E+00
  638.0   686.0    8.43907244122E-01    8.06051072117E-01
  686.0   737.0    5.38430726731E-01    5.16099292165E-01
  737.0   790.0    3.44707483309E-01    3.30947175752E-01
  790.0   846.0    2.21576721818E-01    2.13250964372E-01
  846.0   905.0    1.42416266604E-01    1.37174683657E-01
  905.0   967.0    9.15638842819E-02    8.85791433578E-02
  967.0   1032.    5.89068411194E-02    5.70661608817E-02
  1032.   1101.    3.78106212535E-02    3.67858549509E-02
  1101.   1172.    2.42775001067E-02    2.36783643351E-02
  1172.   1248.    1.55682674445E-02    1.52188527899E-02
  1248.   1327.    9.92311126568E-03    9.75288083947E-03
  1327.   1410.    6.31313322877E-03    6.20959985551E-03
  1410.   1497.    3.99576016169E-03    3.95451578035E-03
  1497.   1588.    2.51574837266E-03    2.49349345948E-03
  1588.   1684.    1.57170221327E-03    1.56569000887E-03
  1684.   1784.    9.73462431309E-04    9.76309017361E-04
  1784.   1890.    5.96447948719E-04    6.00172057817E-04
  1890.   2000.    3.60983941821E-04    3.65027031068E-04
  2000.   2116.    2.15832918067E-04    2.19332545029E-04
  2116.   2238.    1.26704395763E-04    1.29498469640E-04
  2238.   2366.    7.29716361125E-05    7.49762173464E-05
  2366.   2500.    4.11700323363E-05    4.26102070905E-05
  2500.   2640.    2.27025928585E-05    2.36541460609E-05
  2640.   2787.    1.21866217316E-05    1.27736991411E-05
  2787.   2941.    6.33933984745E-06    6.70164198135E-06
  2941.   3103.    3.17548858901E-06    3.38360240496E-06
