 pT-low pT-high          LO-xsection         NLO-xsection
  56.00   64.00    2.06646683829E+05    2.57218663393E+05
  64.00   74.00    1.09947292238E+05    1.36215935670E+05
  74.00   84.00    5.85234016533E+04    7.09050776328E+04
  84.00   97.00    3.10987291667E+04    3.74812964477E+04
  97.00   114.0    1.50616021264E+04    1.79087838708E+04
  114.0   133.0    6.99583815271E+03    8.23873473074E+03
  133.0   153.0    3.37505853627E+03    3.93781337006E+03
  153.0   174.0    1.71602402015E+03    1.98265085247E+03
  174.0   196.0    9.11047506846E+02    1.04746609221E+03
  196.0   220.0    4.96223586052E+02    5.67742716565E+02
  220.0   245.0    2.75970923028E+02    3.14245496453E+02
  245.0   272.0    1.56914193294E+02    1.77622191648E+02
  272.0   300.0    9.08203812517E+01    1.02472361296E+02
  300.0   330.0    5.35641245713E+01    6.03035293148E+01
  330.0   362.0    3.18471057858E+01    3.57346338129E+01
  362.0   395.0    1.92369191749E+01    2.15933660673E+01
  395.0   430.0    1.18026044012E+01    1.31852709810E+01
  430.0   468.0    7.25367527033E+00    8.10852087820E+00
  468.0   507.0    4.49026203830E+00    5.00793885777E+00
  507.0   548.0    2.82077319172E+00    3.14611729135E+00
  548.0   592.0    1.77676127018E+00    1.97893735017E+00
  592.0   638.0    1.12211812150E+00    1.25077716125E+00
  638.0   686.0    7.14445130388E-01    7.94923908050E-01
  686.0   737.0    4.56498154025E-01    5.08749018724E-01
  737.0   790.0    2.92675514884E-01    3.26228968563E-01
  790.0   846.0    1.88391763093E-01    2.10171201240E-01
  846.0   905.0    1.21248975995E-01    1.35211668859E-01
  905.0   967.0    7.80552793125E-02    8.72593649273E-02
  967.0   1032.    5.02785667805E-02    5.62155385749E-02
  1032.   1101.    3.23112281594E-02    3.62163097474E-02
  1101.   1172.    2.07705469809E-02    2.33062624125E-02
  1172.   1248.    1.33343487210E-02    1.49766502529E-02
  1248.   1327.    8.50856548495E-03    9.58996373922E-03
  1327.   1410.    5.41896745522E-03    6.10641972310E-03
  1410.   1497.    3.43340903578E-03    3.88518955544E-03
  1497.   1588.    2.16388798378E-03    2.44967061754E-03
  1588.   1684.    1.35321836930E-03    1.53707342606E-03
  1684.   1784.    8.38950106456E-04    9.57486928736E-04
  1784.   1890.    5.14516104604E-04    5.88379199725E-04
  1890.   2000.    3.11684416824E-04    3.57615820604E-04
  2000.   2116.    1.86524404967E-04    2.14735985989E-04
  2116.   2238.    1.09595901531E-04    1.26683522862E-04
  2238.   2366.    6.31734804108E-05    7.32944557577E-05
  2366.   2500.    3.56724748116E-05    4.16108618248E-05
  2500.   2640.    1.96875649776E-05    2.30780208975E-05
  2640.   2787.    1.05768831868E-05    1.24526784203E-05
  2787.   2941.    5.50636906308E-06    6.52522410319E-06
  2941.   3103.    2.76039354050E-06    3.29089370791E-06
